,Repository Name with Owner,ProjectIDLibrariesio,Platform,Lib_Name,Dependent Projects Count,ProjectOwner,ProjectName,ProjectIDGHTorrent,Vindex,ProjectAge,TotalWatchers,TotalCommitters,TotalCommits,TotalClosedIssues,PullRequestDuration,PullRequestCommentDuration,CommitsDuration,IssueCommentsDuration,PullRequestAcceptedDuration,PullRequestRejectedDuration,AvgPullRequestComments
599,contain-rs/ordered_iter,714893,Cargo,ordered_iter,6,contain-rs,ordered_iter,17477592,1,1304,7,6,20,1,0,0,79,78,0,1,6
600,rust-embedded/rust-sysfs-gpio,714894,Cargo,sysfs_gpio,7,rust-embedded,rust-sysfs-gpio,33416236,0,1307,201,9,622,5,0,0,108,1,0,1,5
604,seanmonstar/num_cpus,715337,Cargo,num_cpus,126,seanmonstar,num_cpus,17585299,9,1303,118,7,87,20,0,0,0,0,1,0,4
609,contain-rs/linked-list,731662,Cargo,linked-list,2,contain-rs,linked-list,17636745,1,1302,18,5,41,2,0,123,291,187,0,0,1
611,contain-rs/linked-hash-map,731728,Cargo,linked-hash-map,45,contain-rs,linked-hash-map,17642327,7,1302,50,13,120,22,0,4,2,51,1,4,3
612,contain-rs/lru-cache,731729,Cargo,lru-cache,18,contain-rs,lru-cache,17642605,3,1302,34,7,69,13,0,103,1,5,0,0,3
614,contain-rs/interval-heap,731801,Cargo,interval-heap,4,contain-rs,interval-heap,17646333,1,1302,9,5,37,5,168,0,281,313,0,0,3
616,nical/vodk.rs,732628,Cargo,vodk_math,4,nical,vodk.rs,7148305,2,1747,6,4,272,6,205,0,100,100,0,3,1
618,rust-bio/rust-htslib,733143,Cargo,rust-htslib,3,rust-bio,rust-htslib,24169712,0,1336,60,15,435,31,0,262,5,30,1,0,4
620,michaelsproul/rust_radix_trie,733438,Cargo,radix_trie,1,michaelsproul,rust_radix_trie,17180030,0,1350,45,3,114,18,0,0,7,10,0,1,16
1167,servo/heapsize,923725,Cargo,heapsize,21,servo,heapsize,22062637,11,1160,60,10,156,16,0,106,470,17,0,0,3
678,xsleonard/rust-sdl2_image,735028,Cargo,sdl2_image,4,xsleonard,rust-sdl2_image,7475375,1,1727,22,9,100,15,0,0,0,0,0,1,2
1002,servo/html5ever,829903,Cargo,html5ever,20,servo,html5ever,12603235,2,1672,683,29,572,77,0,2,0,1,0,1,4
688,libpnet/netmap_sys,738979,Cargo,netmap_sys,1,libpnet,netmap_sys,18050651,1,1358,14,2,27,2,106,0,294,52,0,1,1
689,gz/rust-x86,739554,Cargo,x86,2,gz,rust-x86,18083934,0,1292,130,5,179,10,0,0,1,1,6,1,3
690,dcuddeback/serial-rs,739751,Cargo,serial,10,dcuddeback,serial-rs,18093048,0,1291,129,5,158,32,0,43,0,0,1,0,18
696,carllerche/eventual,741725,Cargo,eventual,5,carllerche,eventual,18210887,1,1289,280,6,76,23,1,0,0,53,3,2,3
699,ruuda/hound,741819,Cargo,hound,13,ruuda,hound,37416718,2,1289,84,3,152,9,253,180,3,68,2,1,4
709,bluss/fixedbitset,746188,Cargo,fixedbitset,8,bluss,fixedbitset,18318262,2,1286,12,2,44,5,0,28,544,0,7,0,5
712,capstone-rust/capstone-rs,749281,Cargo,capstone,1,capstone-rust,capstone-rs,73251192,0,1284,17,6,168,8,0,16,0,0,0,78,6
713,dcuddeback/libudev-rs,751731,Cargo,libudev,3,dcuddeback,libudev-rs,18377455,2,1284,10,3,31,6,0,14,138,21,68,0,2
715,toffaletti/flat_map,751743,Cargo,flat_map,1,toffaletti,flat_map,18378196,1,1284,5,4,21,2,0,0,0,1,20,0,2
718,servo/rust-smallvec,752427,Cargo,smallvec,46,servo,rust-smallvec,18397687,6,1284,157,11,114,23,0,0,107,170,1,0,3
720,servo/rust-fnv,752747,Cargo,fnv,100,servo,rust-fnv,18431623,9,1283,80,5,35,2,0,0,163,1,0,0,2
723,Kintaro/rust-dylib,753322,Cargo,dylib,4,Kintaro,rust-dylib,18455163,2,1282,4,3,7,3,33,0,0,0,0,0,2
724,andersk/enum_primitive-rs,753323,Cargo,enum_primitive,63,andersk,enum_primitive-rs,18455731,6,1282,44,2,22,3,0,7,322,0,0,0,4
725,maidsafe/crust,753453,Cargo,crust,2,maidsafe,crust,19854343,1,1287,713,29,1430,178,138,115,138,21,0,0,2
1203,Gekkio/imgui-rs,937815,Cargo,imgui,3,Gekkio,imgui-rs,24203928,1,1151,415,7,390,32,0,8,0,2,2,0,2
1116,nikomatsakis/lalrpop,907586,Cargo,lalrpop,13,nikomatsakis,lalrpop,21214683,2,1216,592,10,838,95,0,0,2,0,1,0,3
737,maidsafe/lru_time_cache,755294,Cargo,lru_time_cache,12,maidsafe,lru_time_cache,20100400,3,1280,44,20,160,7,35,0,112,11,0,0,3
740,jgraham/rust_mozrunner,755370,Cargo,mozrunner,2,jgraham,rust_mozrunner,16170897,0,1338,6,4,49,2,256,188,128,88,1,0,3
741,mozilla/webdriver-rust,755399,Cargo,webdriver,4,mozilla,webdriver-rust,46936145,0,1364,48,12,114,20,6,89,14,1,1,8,4
744,SimonSapin/rust-typed-arena,756492,Cargo,typed-arena,16,SimonSapin,rust-typed-arena,18620154,4,1279,88,5,18,3,1,0,12,6,2,1,2
746,GrahamDennis/dot-rust,756880,Cargo,dot,7,GrahamDennis,dot-rust,18635898,1,1279,7,2,26,1,0,8,506,13,2,2,13
748,jimmycuadra/retry,757167,Cargo,retry,6,jimmycuadra,retry,18647807,1,1278,26,2,42,5,16,11,366,8,3,0,22
750,maidsafe/routing,758072,Cargo,routing,12,maidsafe,routing,19812032,2,1324,181,35,2863,139,142,181,99,110,0,0,4
267,libpnet/libpnet,31266,Cargo,pnet,8,libpnet,libpnet,11691226,1,1501,702,17,483,38,0,1,2,0,0,0,5
754,jameshurst/rust-id3,758273,Cargo,id3,2,jameshurst,rust-id3,20791489,0,1431,32,6,159,7,18,0,374,0,0,3,1
755,PistonDevelopers/piston_window,758566,Cargo,piston_window,32,PistonDevelopers,piston_window,18719593,3,1276,77,9,164,57,0,44,0,0,0,0,3
756,rustcc/coroutine-rs,759585,Cargo,coroutine,3,rustcc,coroutine-rs,16771551,1,1323,355,4,103,20,0,0,102,0,0,0,2
758,Stebalien/tempfile,759794,Cargo,tempfile,78,Stebalien,tempfile,18695854,7,1277,128,5,277,29,0,0,0,0,0,0,8
760,jeremyletang/rust-sfml,759842,Cargo,sfml,4,jeremyletang,rust-sfml,3901686,1,1960,368,15,1307,73,0,0,0,0,1,2,4
761,unicode-rs/unicode-segmentation,759917,Cargo,unicode-segmentation,38,unicode-rs,unicode-segmentation,18790488,3,1276,93,8,78,6,0,0,162,0,1,0,5
762,unicode-rs/unicode-normalization,760044,Cargo,unicode-normalization,24,unicode-rs,unicode-normalization,18790630,5,1276,29,10,79,4,0,0,176,0,1,0,2
766,mattnenterprise/rust-imap,761079,Cargo,imap,1,mattnenterprise,rust-imap,18838543,0,1274,74,12,243,19,0,37,14,2,1,0,2
768,mehcode/config-rs,762596,Cargo,config,4,mehcode,config-rs,55560616,0,624,287,1,163,37,0,0,524,0,43,43,2
770,gentoo90/winreg-rs,763870,Cargo,winreg,15,gentoo90,winreg-rs,18680001,2,1277,17,3,155,9,0,0,1,0,11,168,2
778,PistonDevelopers/glutin_window,765832,Cargo,pistoncore-glutin_window,11,PistonDevelopers,glutin_window,13439409,3,1358,11,8,119,21,0,0,0,0,0,0,1
783,goertzenator/erlang_nif-sys,767916,Cargo,ruster_unsafe,2,goertzenator,erlang_nif-sys,39695958,0,1278,40,1,84,14,8,0,729,16,4,0,1
786,achanda/ipnetwork,769173,Cargo,ipnetwork,3,achanda,ipnetwork,19208854,2,1272,19,5,171,9,0,0,1,0,0,0,2
787,mozilla/mp4parse-rust,769208,Cargo,mp4parse,2,mozilla,mp4parse-rust,26799606,0,1102,168,7,419,15,1,116,28,18,0,0,5
790,havarnov/multimap,769470,Cargo,multimap,4,havarnov,multimap,19226308,2,1265,7,4,38,5,0,0,0,151,4,5,1
532,danburkert/lmdb-rs,655458,Cargo,lmdb-sys,2,danburkert,lmdb-rs,13620115,1,1417,59,11,153,8,0,567,0,4,1,0,3
192,rust-lang-nursery/log,31140,Cargo,log,1219,rust-lang-nursery,log,25681293,32,1397,346,18,225,97,0,0,7,0,0,0,3
411,lfairy/maud,117917,Cargo,maud,5,lfairy,maud,14217067,2,1393,426,16,501,93,0,0,0,1,4,2,4
810,bluss/scopeguard,773943,Cargo,scopeguard,5,bluss,scopeguard,19469606,2,1259,40,2,39,5,0,0,640,0,0,0,2
813,febeling/edit-distance,775321,Cargo,edit-distance,2,febeling,edit-distance,18841238,1,1274,15,5,50,0,0,0,0,5,232,2,4
815,maidsafe/accumulator,775615,Cargo,accumulator,3,maidsafe,accumulator,19854904,1,1258,12,19,152,3,118,2,82,10,0,0,2
941,PistonDevelopers/meta,809487,Cargo,piston_meta,5,PistonDevelopers,meta,19519529,1,1258,41,4,292,130,0,0,64,7,0,0,2
821,KevinKelley/nanovg-rs,778260,Cargo,nanovg,1,KevinKelley,nanovg-rs,10545094,0,1563,71,7,207,21,0,0,0,1,0,1,2
824,contain-rs/vec-map,778548,Cargo,vec_map,35,contain-rs,vec-map,22007099,3,1196,21,5,58,16,0,3,632,0,0,0,2
828,mlalic/solicit,778970,Cargo,solicit,2,mlalic,solicit,15131578,1,1366,339,7,1582,10,0,366,247,0,1,1,2
829,alexcrichton/filetime,779179,Cargo,filetime,19,alexcrichton,filetime,19623675,5,1255,21,5,1754,9,0,0,333,0,0,9,5
831,Yamakaky/rust-bindgen,780102,Cargo,bindgen_plugin,2,Yamakaky,rust-bindgen,33200274,1,947,94,12,50,57,0,0,0,0,0,240,1
1481,thijsc/mongo-rust-driver,1126542,Cargo,mongoc-sys,1,thijsc,mongo-rust-driver,21014921,1,1205,57,1,254,9,1,0,1074,1,1,0,29
836,aidanhs/rsroll,781040,Cargo,rollsum,2,aidanhs,rsroll,19714596,1,1253,5,2,19,2,504,3,414,4,4,4,9
840,spicavigo/kafka-rust,781861,Cargo,kafka,2,spicavigo,kafka-rust,19756958,1,1252,290,10,568,59,8,17,52,6,1,0,6
841,shepmaster/jetscii,782089,Cargo,jetscii,1,shepmaster,jetscii,19770032,1,1252,63,3,1002,2,0,1,560,4,0,1,6
844,Ogeon/rustful,782629,Cargo,rustful,2,Ogeon,rustful,8023717,1,1699,853,9,784,60,0,0,0,0,0,1,5
846,shepmaster/twox-hash,782927,Cargo,twox-hash,8,shepmaster,twox-hash,19811473,2,1250,77,2,1347,1,0,0,861,1,0,0,3
847,rust-lang-nursery/rust-clippy,783030,Cargo,clippy,454,rust-lang-nursery,rust-clippy,70125604,23,1421,903,42,1153,405,0,2,2,0,1,0,3
848,laumann/compiletest-rs,783031,Cargo,compiletest_rs,58,laumann,compiletest-rs,17731505,11,1300,113,17,181,42,8,4,12,15,0,0,5
870,3Hren/msgpack-rust,789689,Cargo,rmp,22,3Hren,msgpack-rust,20049791,3,1300,286,20,731,76,0,14,0,0,1,1,2
856,gtk-rs/glib,786389,Cargo,glib,41,gtk-rs,glib,25106853,6,1288,29,10,337,41,6,106,8,0,0,0,4
184,thehydroimpulse/nanomsg.rs,31122,Cargo,libnanomsg,1,thehydroimpulse,nanomsg.rs,11323491,1,1859,313,5,204,39,0,51,3,0,0,0,3
861,gtk-rs/gtk,786477,Cargo,gtk,42,gtk-rs,gtk,24131458,2,1288,702,15,504,192,0,0,0,0,0,0,5
221,sebcrozet/ncollide,31193,Cargo,ncollide,9,sebcrozet,ncollide,3776200,1,1975,511,16,912,89,0,572,0,0,0,0,2
863,gtk-rs/pango,786479,Cargo,pango,9,gtk-rs,pango,25106850,2,1287,14,4,123,5,99,278,65,0,0,0,5
868,shepmaster/sxd-document,789332,Cargo,sxd-document,6,shepmaster,sxd-document,13763413,2,1425,98,3,1735,21,0,430,556,1,0,0,1
878,bluss/maplit,791167,Cargo,maplit,53,bluss,maplit,20108805,4,1243,107,2,40,8,0,0,486,0,0,8,2
883,cadencemarseille/rust-pcre,792838,Cargo,libpcre-sys,1,cadencemarseille,rust-pcre,5502646,0,1837,16,3,223,5,26,0,146,8,0,0,2
889,GGist/ssdp-rs,793864,Cargo,ssdp,3,GGist,ssdp-rs,19513629,1,1258,18,9,201,9,0,148,12,0,5,0,6
892,rust-embedded/rust-spidev,795254,Cargo,spidev,3,rust-embedded,rust-spidev,33416248,1,1266,37,5,611,0,0,0,227,0,0,1,1
894,softprops/shiplift,796003,Cargo,shiplift,1,softprops,shiplift,17971405,0,1294,125,9,748,17,1,0,0,3,0,0,2
897,benashford/rs-es,796164,Cargo,rs-es,2,benashford,rs-es,19041019,0,1269,155,6,708,24,0,240,0,1,1,0,3
898,mongodb-labs/mongo-rust-driver-prototype,796522,Cargo,mongodb,4,mongodb-labs,mongo-rust-driver-prototype,25542123,0,1960,216,16,119,60,0,0,0,0,3,2,6
900,PistonDevelopers/gfx_texture,799086,Cargo,piston-gfx_texture,4,PistonDevelopers,gfx_texture,13045247,2,1440,1,9,102,23,0,36,0,0,0,0,1
902,PistonDevelopers/gfx_voxel,799119,Cargo,piston3d-gfx_voxel,2,PistonDevelopers,gfx_voxel,12663722,0,1455,12,9,74,10,19,0,3,0,0,0,3
903,ivanceras/rustorm,799175,Cargo,rustorm,2,ivanceras,rustorm,19166027,0,1266,200,3,427,15,1,35,164,0,0,0,2
908,cesarb/blake2-rfc,803649,Cargo,blake2-rfc,10,cesarb,blake2-rfc,20446449,1,1235,40,2,93,4,0,0,499,0,10,0,7
909,Aatch/ramp,804040,Cargo,ramp,2,Aatch,ramp,20453153,0,1234,174,15,325,32,0,0,0,17,5,0,2
915,PistonDevelopers/gfx_text,804538,Cargo,gfx_text,2,PistonDevelopers,gfx_text,19891357,1,1247,18,5,85,14,0,168,351,4,0,0,2
918,PistonDevelopers/image-png,805036,Cargo,png,16,PistonDevelopers,image-png,21292528,2,1256,46,5,50,25,0,6,603,0,0,0,5
922,zslayton/lifeguard,805684,Cargo,lifeguard,2,zslayton,lifeguard,20490970,0,1233,68,4,83,10,0,0,236,237,1,0,3
923,dcuddeback/ioctl-rs,805740,Cargo,ioctl-rs,6,dcuddeback,ioctl-rs,20528776,2,1232,4,2,27,1,0,200,462,392,0,471,3
925,Stebalien/horrorshow-rs,806478,Cargo,horrorshow,5,Stebalien,horrorshow-rs,19553834,1,1257,135,2,330,14,0,0,576,2,1,471,11
932,stainless-steel/sqlite,807527,Cargo,sqlite,5,stainless-steel,sqlite,20625822,0,1231,29,3,307,4,0,134,386,0,0,0,13
935,PistonDevelopers/image-gif,808264,Cargo,gif,11,PistonDevelopers,image-gif,20644991,2,1230,24,6,47,16,0,0,0,7,0,0,3
939,meh/rust-ffmpeg,808348,Cargo,ffmpeg,1,meh,rust-ffmpeg,19726196,0,1252,119,16,424,17,0,5,0,0,0,0,7
944,jwilm/startuppong-client-rs,810142,Cargo,startuppong,1,jwilm,startuppong-client-rs,20687773,0,1228,2,2,26,1,0,0,116,86,1,0,2
947,dcuddeback/core-foundation-sys,811115,Cargo,CoreFoundation-sys,1,dcuddeback,core-foundation-sys,20742464,0,1227,1,3,25,1,17,208,200,93,153,243,8
1494,neon-bindings/neon,1129936,NPM,neon-cli,19,neon-bindings,neon,51762519,1,1117,1531,19,436,74,0,4,0,0,1,9,3
950,bluss/odds,812331,Cargo,odds,13,bluss,odds,20787220,4,1226,12,3,213,2,2,0,0,257,0,0,2
952,reem/rust-unreachable,812548,Cargo,unreachable,14,reem,rust-unreachable,20802620,5,1226,11,1,11,2,0,0,707,24,0,0,1
953,contain-rs/bit-vec,812679,Cargo,bit-vec,50,contain-rs,bit-vec,20806921,6,1226,30,7,69,8,0,0,24,0,0,54,3
957,google/pulldown-cmark,814659,Cargo,pulldown-cmark,28,google,pulldown-cmark,20838364,2,1225,527,9,161,23,0,0,5,0,1,0,3
958,chyh1990/yaml-rust,814794,Cargo,yaml-rust,57,chyh1990,yaml-rust,20472163,4,1234,228,8,140,34,0,0,0,0,7,2,2
959,hoodie/notify-rust,815175,Cargo,notify-rust,8,hoodie,notify-rust,20893790,0,1239,145,7,260,19,0,354,0,1,0,0,13
721,cmr/netlib-src,753297,Cargo,netlib-provider,4,cmr,netlib-src,37441073,2,1304,2,1,39,3,0,0,552,5,0,0,3
751,nickel-org/nickel.rs,758102,Cargo,nickel,15,nickel-org,nickel.rs,10850454,1,1590,2316,45,647,145,0,0,0,0,0,1,3
833,oil-lang/oil-rs,780113,Cargo,oil_shared,2,oil-lang,oil-rs,19669773,1,1316,15,3,54,2,44,0,9,89,0,48,8
872,huonw/primal,790975,Cargo,primal,6,huonw,primal,20095386,2,1243,43,5,173,3,0,1,357,27,1,16,4
977,diwic/alsa-rs,818303,Cargo,alsa,2,diwic,alsa-rs,21024514,0,1220,24,2,119,18,2,1,534,54,0,1,19
979,mikedilger/formdata,821541,Cargo,formdata,4,mikedilger,formdata,21089157,1,1219,23,4,163,22,0,0,0,0,0,0,5
985,servo/unicode-bidi,821972,Cargo,unicode-bidi,3,servo,unicode-bidi,21118391,3,1233,23,8,79,7,0,28,14,13,0,3,3
986,BurntSushi/rust-memchr,822086,Cargo,memchr,43,BurntSushi,rust-memchr,21178117,9,1217,40,13,74,8,0,421,0,0,0,0,1
987,BurntSushi/aho-corasick,822233,Cargo,aho-corasick,9,BurntSushi,aho-corasick,21178116,2,1217,140,13,97,7,0,0,0,1,0,1,4
990,SSheldon/rust-objc-foundation,825772,Cargo,objc-foundation,7,SSheldon,rust-objc-foundation,17854475,3,1297,9,1,202,1,2,4,1480,589,0,12,4
997,zslayton/cron,828052,Cargo,cron,1,zslayton,cron,21278733,0,1214,28,3,57,15,0,0,302,1,0,0,1
998,servo/cgl-rs,829829,Cargo,cgl,7,servo,cgl-rs,20882656,2,1442,2,7,24,3,0,0,88,6,0,0,1
999,servo/gleam,829832,Cargo,gleam,5,servo,gleam,13011479,2,1442,48,21,202,18,8,177,50,69,0,0,3
573,serde-rs/quasi,701183,Cargo,quasi,23,serde-rs,quasi,25081068,6,1326,39,5,123,20,2,0,230,0,0,1,2
1001,carllerche/slab,829860,Cargo,slab,32,carllerche,slab,21042323,6,1220,119,12,56,16,0,0,0,0,1,4,2
480,rust-lang-nursery/rand,428702,Cargo,rand,1195,rust-lang-nursery,rand,25762864,31,1345,246,24,967,152,0,0,0,1,1,4,7
1005,cholcombe973/Juju,830030,Cargo,juju,1,cholcombe973,Juju,20805112,1,1226,3,6,89,4,109,132,34,576,1,1,2
1008,servo/euclid,834203,Cargo,euclid,14,servo,euclid,21401653,3,2316,114,21,252,51,0,6,0,22,0,1,2
1009,pnkfelix/tango,834321,Cargo,tango,1,pnkfelix,tango,20571302,0,1232,107,2,73,7,0,82,533,0,1,1,4
1010,phsym/prettytable-rs,834394,Cargo,prettytable-rs,22,phsym,prettytable-rs,21042375,1,1231,132,4,297,29,0,21,463,1,0,1,4
1012,rust-lang-nursery/net2-rs,837049,Cargo,net2,62,rust-lang-nursery,net2-rs,27365820,8,1210,56,8,170,15,0,0,76,0,1,0,3
1015,stainless-steel/dft,841788,Cargo,fft,1,stainless-steel,dft,21936936,1,1208,16,3,116,5,186,0,415,0,0,93,7
1016,stainless-steel/md5,843045,Cargo,md5,28,stainless-steel,md5,21591517,3,1207,16,5,63,0,0,0,2,0,1,0,20
1018,tailhook/rust-quire,843919,Cargo,quire,4,tailhook,rust-quire,12028024,0,1527,12,2,264,4,220,0,776,0,0,0,3
1025,servo/tendril,845551,Cargo,tendril,19,servo,tendril,21347002,3,1296,72,6,100,6,0,0,0,70,0,0,2
1033,PistonDevelopers/mush,850704,Cargo,mush,1,PistonDevelopers,mush,19551910,0,1258,14,2,69,16,370,8,374,260,0,0,2
1036,telegram-rs/telegram-bot,856474,Cargo,telegram-bot,3,telegram-rs,telegram-bot,58082615,0,1202,119,4,336,28,0,40,237,0,1,29,3
1039,messense/robotparser-rs,856725,Cargo,robotparser,1,messense,robotparser-rs,21798896,0,1201,8,6,247,2,362,41,192,0,1,0,5
1042,vbarrielle/sprs,875014,Cargo,sprs,3,vbarrielle,sprs,20137417,0,1242,64,2,529,61,0,2,537,26,0,0,2
1043,BurntSushi/chan,877761,Cargo,chan,23,BurntSushi,chan,22117024,3,1195,315,6,55,12,0,312,0,0,24,0,6
290,rust-lang/regex,31311,Cargo,regex,712,rust-lang,regex,13631058,20,1399,610,29,1212,155,0,0,0,0,0,0,3
1048,abonander/mime_guess,878131,Cargo,mime_guess,25,abonander,mime_guess,49352881,3,1321,15,5,37,3,0,0,0,0,0,1,1
1054,fizyk20/rust-gmp,880632,Cargo,rust-gmp,6,fizyk20,rust-gmp,20171051,1,1241,23,5,80,4,0,4,0,0,6,0,15
1063,iron/params,883492,Cargo,params,8,iron,params,22139913,1,1192,40,4,60,23,0,0,126,0,1,7,1
1067,softprops/atty,884957,Cargo,atty,14,softprops,atty,22252493,5,1195,75,6,179,8,0,0,148,1,2,76,3
1069,Stebalien/xattr,886015,Cargo,xattr,1,Stebalien,xattr,22173574,1,1188,7,1,92,9,0,434,1092,0,1,55,11
1072,contain-rs/linear-map,887405,Cargo,linear-map,6,contain-rs,linear-map,17655522,2,1302,10,9,74,15,22,1,0,30,50,3,4
1073,shepmaster/cupid,887501,Cargo,cupid,1,shepmaster,cupid,22287841,1,1191,22,3,562,2,0,2,497,2,0,24,13
1076,BurntSushi/chan-signal,888496,Cargo,chan-signal,15,BurntSushi,chan-signal,22190926,1,1186,119,7,36,9,0,0,0,0,1,0,1
1079,Stebalien/slug-rs,889799,Cargo,slug,6,Stebalien,slug-rs,21835988,1,1200,1,2,18,0,0,1,514,4,6,0,12
1085,Detegr/rust-ctrlc,896873,Cargo,ctrlc,15,Detegr,rust-ctrlc,16354695,1,1333,66,3,122,14,0,8,1,0,6,3,5
300,jgallagher/rusqlite,31334,Cargo,rusqlite,35,jgallagher,rusqlite,13130949,3,1436,370,19,793,95,0,0,0,0,0,0,2
1093,brayniac/histogram,899085,Cargo,histogram,6,brayniac,histogram,21838553,2,1200,25,3,374,11,0,218,535,1,0,0,10
1096,budziq/rust-skeptic,899822,Cargo,skeptic,40,budziq,rust-skeptic,64884649,6,513,50,7,97,9,0,0,0,0,0,0,6
1109,dflemstr/v8-rs,905788,Cargo,v8-sys,1,dflemstr,v8-rs,45228596,1,764,79,6,358,3,54,43,9,21,0,42,4
1110,tailhook/netbuf,905927,Cargo,netbuf,10,tailhook,netbuf,22750868,4,1174,14,7,85,6,3,26,37,0,0,0,1
1115,GuillaumeGomez/sysinfo,906945,Cargo,sysinfo,4,GuillaumeGomez,sysinfo,18214684,0,1310,69,5,348,28,0,4,11,0,0,0,4
1087,dimbleby/rust-c-ares,897958,Cargo,c-ares,1,dimbleby,rust-c-ares,22168928,0,1185,8,6,1212,21,31,0,176,1,0,3,7
1119,Kimundi/owning-ref-rs,907631,Cargo,owning_ref,16,Kimundi,owning-ref-rs,22597432,3,1172,96,6,885,12,0,0,184,0,6,0,5
1120,bonifaido/rust-zookeeper,908003,Cargo,discotech_zookeeper,1,bonifaido,rust-zookeeper,12551071,0,1466,69,10,331,16,0,0,4,2,1,2,4
776,dgrunwald/rust-cpython,764989,Cargo,cpython,4,dgrunwald,rust-cpython,14761498,1,1374,850,12,332,50,0,0,2,0,1,0,2
1132,twittner/cbor-codec,912743,Cargo,cbor-codec,1,twittner,cbor-codec,22086476,0,1186,6,2,63,5,8,0,124,24,6,1,3
1134,rustache/rustache,912885,Cargo,rustache,2,rustache,rustache,11816707,0,1482,189,10,473,15,26,0,24,0,0,0,5
1136,alexcrichton/cmake-rs,914037,Cargo,cmake,44,alexcrichton,cmake-rs,23352472,4,1439,32,6,995,12,0,1,287,0,1,0,2
1138,mystor/rust-cpp,915007,Cargo,cpp,5,mystor,rust-cpp,20959502,1,1222,275,4,169,15,0,28,84,2,8,0,17
91,purpliminal/rust-dotenv,30923,Cargo,dotenv,27,purpliminal,rust-dotenv,68619718,2,1446,71,4,32,17,0,0,9,0,1,0,2
1150,rusoto/rusoto,921125,Cargo,rusoto,8,rusoto,rusoto,30473219,1,1184,601,37,2069,352,0,4,0,3,1,3,3
1156,serde-rs/json,922107,Cargo,serde_json,1329,serde-rs,json,20225887,26,1240,601,18,944,230,0,0,0,0,0,15,3
1158,emit-rs/emit,922825,Cargo,emit,2,emit-rs,emit,35903465,0,938,15,6,659,10,39,24,96,116,1,15,13
96,lifthrasiir/rust-encoding,30942,Cargo,encoding,51,lifthrasiir,rust-encoding,4744697,6,1898,174,14,300,23,0,0,0,0,0,0,2
1166,mrhooray/kdtree-rs,923056,Cargo,kdtree,1,mrhooray,kdtree-rs,23019931,0,1169,31,7,188,6,0,0,0,9,9,4,2
1171,stemjail/mnt-rs,924019,Cargo,mnt,2,stemjail,mnt-rs,20779245,1,1226,1,3,16,0,0,0,0,106,0,12,3
1176,RustAudio/rust-jack,926128,Cargo,jack-sys,6,RustAudio,rust-jack,26265161,1,1118,45,9,143,11,0,28,3,18,0,26,7
1181,maidsafe/memory_map,928881,Cargo,memory_map,1,maidsafe,memory_map,22085546,1,1174,4,10,80,3,34,0,36,5,0,0,2
1185,bodoni/truetype,931908,Cargo,truetype,2,bodoni,truetype,24220524,1,1152,7,3,320,4,12,8,388,0,0,0,41
1186,tailhook/unshare,931923,Cargo,unshare,4,tailhook,unshare,24204995,1,1152,32,4,151,1,243,119,228,243,0,0,12
1188,Smithay/wayland-window,932745,Cargo,wayland-window,3,Smithay,wayland-window,66210956,2,1237,9,5,55,9,0,0,7,6,0,0,7
1197,tailhook/rotor-http,934178,Cargo,rotor-http,1,tailhook,rotor-http,24008371,0,1155,123,3,229,15,0,1,122,2,0,0,8
1205,danburkert/memmap-rs,939345,Cargo,memmap,65,danburkert,memmap-rs,22551254,5,1285,212,18,208,21,0,0,0,1,1,1,9
1206,Kimundi/scoped-threadpool-rs,940077,Cargo,scoped_threadpool,16,Kimundi,scoped-threadpool-rs,24148933,2,1231,88,5,1031,5,0,0,332,0,0,0,2
1211,Kimundi/rustc-version-rs,941391,Cargo,rustc_version,44,Kimundi,rustc-version-rs,24503911,9,1144,27,6,1011,2,0,0,288,70,156,6,2
948,Manishearth/rust-gc,811409,Cargo,gc,4,Manishearth,rust-gc,20115503,1,1242,284,9,166,20,0,0,1,0,0,0,3
478,LeoTestard/rustlex,428079,Cargo,rustlex,1,LeoTestard,rustlex,6090686,0,1661,110,5,166,10,0,314,0,0,2,4,2
233,SSheldon/rust-objc,31220,Cargo,objc,28,SSheldon,rust-objc,10354218,6,1577,148,3,808,43,0,0,16,0,3,5,8
1224,crossbeam-rs/crossbeam,945617,Cargo,crossbeam,97,crossbeam-rs,crossbeam,59282491,10,1246,422,18,46,46,0,0,0,4,4,123,3
1229,housleyjk/ws-rs,947127,Cargo,ws,15,housleyjk,ws-rs,25061040,1,1139,660,10,243,117,0,0,2,1,0,0,2
1232,danburkert/procinfo-rs,947952,Cargo,procinfo,7,danburkert,procinfo-rs,24280396,2,1146,46,12,59,9,0,3,0,20,2,0,6
1233,srijs/rust-copperline,949870,Cargo,copperline,1,srijs,rust-copperline,25017142,0,1136,27,4,101,0,0,54,16,1,0,7,17
238,sfackler/rust-openssl,31227,Cargo,openssl,142,sfackler,rust-openssl,7150292,12,1747,430,62,2404,354,0,0,0,0,0,1,3
1238,danburkert/fs2-rs,951650,Cargo,fs2,18,danburkert,fs2-rs,25167227,5,1136,38,13,112,8,0,0,0,0,1,1,5
1239,posix4e/rust-metrics,964162,Cargo,metrics,1,posix4e,rust-metrics,25129853,0,1136,95,7,272,22,0,0,3,2,0,0,6
1244,kkawakam/rustyline,967908,Cargo,rustyline,26,kkawakam,rustyline,17714448,2,1300,195,8,371,28,0,156,0,0,7,2,9
