,Repository Name with Owner,ProjectIDLibrariesio,Platform,Lib_Name,Dependent Projects Count,ProjectOwner,ProjectName,ProjectIDGHTorrent,Vindex,ProjectAge,TotalWatchers,TotalCommitters,TotalCommits,TotalClosedIssues,PullRequestDuration,PullRequestCommentDuration,CommitsDuration,IssueCommentsDuration,PullRequestAcceptedDuration,PullRequestRejectedDuration,AvgPullRequestComments
707,digital-preservation/droid,344328,Maven,uk.gov.nationalarchives:droid-command-line,2,digital-preservation,droid,297611,1,2302,96,23,482,73,237,0,15,10,4,1,1
721,Red5/red5-io,344518,Maven,org.red5:red5-io,1,Red5,red5-io,6540082,1,1851,52,3,165,6,12,0,0,1,0,0,1
728,SimonVT/schematic,344655,Maven,net.simonvt.schematic:schematic-annotations,1,SimonVT,schematic,9755466,0,1620,1300,3,125,46,0,800,0,0,7,2,2
735,needle4j/needle4j,344735,Maven,org.needle4j:needle4j,1,needle4j,needle4j,7898745,1,1705,14,4,21,12,0,0,0,6,240,1,3
749,mojohaus/exec-maven-plugin,344896,Maven,org.codehaus.mojo:exec-maven-plugin,4,mojohaus,exec-maven-plugin,20076936,0,1244,50,5,49,34,0,0,229,0,14,0,3
759,j256/ormlite-android,345062,Maven,com.j256.ormlite:ormlite-android,11,j256,ormlite-android,3014840,1,2042,1347,6,465,55,0,0,29,0,0,88,29
762,domaframework/doma,345104,Maven,org.seasar.doma:doma,3,domaframework,doma,8355538,1,1681,134,7,657,58,1,15,0,4,0,0,2
772,daimajia/AndroidSwipeLayout,345379,Maven,com.daimajia.swipelayout:library,2,daimajia,AndroidSwipeLayout,11595060,0,1507,10392,7,136,154,0,0,2,0,0,0,2
787,aerogear/aerogear-android-pipe,345566,Maven,org.jboss.aerogear:aerogear-android-pipe,5,aerogear,aerogear-android-pipe,11257299,1,1532,3,7,121,0,91,2,77,124,0,1,2
797,joaovicente/Tracy,345665,Maven,com.apm4all.tracy:Tracy,1,joaovicente,Tracy,10272196,0,1579,5,2,182,3,317,0,502,20,0,0,1
831,java-native-access/jna,346112,Maven,net.java.dev.jna:platform,35,java-native-access,jna,22602596,4,2721,2465,35,507,255,0,0,0,0,2,4,4
4297,bonitasoft/bonita-engine,388275,Maven,org.bonitasoft.engine:bonita-common,3,bonitasoft,bonita-engine,4368799,1,1927,66,50,6868,0,149,29,406,52,0,1,3
1545,bring/bring-api-java,355094,Maven,com.bring:bring-api,3,bring,bring-api-java,621779,1,2598,4,11,75,0,0,1,6,0,0,0,28
846,jbossas/jboss-classfilewriter,346286,Maven,org.jboss.classfilewriter:jboss-classfilewriter,5,jbossas,jboss-classfilewriter,1168948,1,2814,8,1,156,4,0,0,2715,28,0,0,10
3280,bytedeco/javacpp-presets,375563,Maven,org.bytedeco.javacpp-presets:ffmpeg,4,bytedeco,javacpp-presets,9373127,2,1633,938,36,805,428,0,0,0,1,2,2,3
887,1and1/foss-parent,346800,Maven,net.oneandone:troilus-core,1,1and1,foss-parent,796572,0,2360,11,6,392,98,1,0,0,1025,0,0,4
902,bazaarvoice/curator-extensions,346937,Maven,com.bazaarvoice.curator:core,1,bazaarvoice,curator-extensions,2365327,0,2083,12,12,108,2,138,229,149,0,0,7,8
7550,camunda/camunda-commons,642575,Maven,org.camunda.commons:camunda-commons-utils,2,camunda,camunda-commons,9931147,0,1603,2,15,149,3,5,0,168,6,0,5,3
912,jenkinsci/ci-game-plugin,347078,Maven,org.jvnet.hudson.plugins:ci-game,3,jenkinsci,ci-game-plugin,151727,0,2857,42,17,253,0,0,0,0,0,14,10,2
1255,caskdata/tephra,351624,Maven,co.cask.tephra:tephra-core,2,caskdata,tephra,12192102,1,1547,161,13,542,0,28,28,68,108,0,1,5
926,square/protoparser,347240,Maven,com.squareup:protoparser,5,square,protoparser,2408585,1,2077,194,7,334,29,1,303,6,0,0,0,3
933,flow/math,347355,Maven,com.flowpowered:flow-math,2,flow,math,13650395,0,1401,29,4,106,5,505,0,552,0,0,0,6
938,lookfirst/sardine,347390,Maven,com.github.lookfirst:sardine,6,lookfirst,sardine,3265582,1,2001,266,10,182,51,0,0,2,0,0,1,2
2063,cdi-spec/cdi-tck,361311,Maven,org.jboss.cdi.tck:cdi-tck-api,3,cdi-spec,cdi-tck,4232929,0,2638,13,14,820,0,200,425,40,137,3,3,2
6571,chrisbanes/ActionBar-PullToRefresh,415957,Maven,com.github.chrisbanes.actionbarpulltorefresh:library,3,chrisbanes,ActionBar-PullToRefresh,3929524,0,1955,1597,11,363,173,0,0,0,0,0,4,2
3478,citiususc/hipster,378040,Maven,es.usc.citius.hipster:hipster-core,3,citiususc,hipster,8317648,1,2019,242,8,418,97,0,0,0,0,0,2,2
966,nguillaumin/slick2d-maven,347783,Maven,org.slick2d:slick2d-core,2,nguillaumin,slick2d-maven,3338788,0,2024,59,4,75,7,0,0,316,1,1,1,5
970,rpau/javalang-compiler,347823,Maven,org.walkmod:javalang-compiler,2,rpau,javalang-compiler,9954614,0,1616,7,5,288,23,224,345,77,6,2,5,14
441,cobertura/cobertura,340924,Maven,net.sourceforge.cobertura:cobertura-runtime,3,cobertura,cobertura,1318458,1,2162,664,11,190,110,0,0,0,0,0,9,1
3392,codehaus-plexus/plexus-compiler,377060,Maven,org.codehaus.plexus:plexus-compiler-api,63,codehaus-plexus,plexus-compiler,15619566,6,1352,16,20,107,12,0,0,0,0,3,1,3
7404,Cognifide/Slice,426385,Maven,com.cognifide.slice:slice-core,4,Cognifide,Slice,909323,1,2212,60,38,879,8,2,2,10,1,1,5,4
7565,Comcast/jrugged,644423,Maven,org.fishwife:jrugged-core,4,Comcast,jrugged,1348226,1,2164,209,6,61,11,0,0,108,0,2,50,6
7936,commercetools/commercetools-jvm-sdk,965301,Maven,io.sphere.sdk.jvm:sdk-http-ahc-1_9,1,commercetools,commercetools-jvm-sdk,37292894,1,1580,19,18,2206,338,304,31,244,9,1,2,4
1040,lettuce-io/lettuce-core,348684,Maven,biz.paluch.redis:lettuce,5,lettuce-io,lettuce-core,60261190,0,1614,1048,12,979,304,0,1,0,0,1,4,7
2038,Commonjava/galley,361020,Maven,org.commonjava.maven.galley:galley-core,3,Commonjava,galley,19131550,0,1897,1,6,320,16,759,353,400,387,0,0,3
1072,devbliss/gwtbliss,349109,Maven,com.devbliss.gwtbliss:gwtbliss-all,1,devbliss,gwtbliss,3504566,0,2246,2,9,83,1,5,0,5,0,0,0,1
1075,firebase/TubeSock,349140,Maven,com.firebase:tubesock,5,firebase,TubeSock,4745024,2,1900,64,5,55,2,359,172,238,1,1,5,3
1124,radkovo/jStyleParser,349804,Maven,net.sf.cssbox:jstyleparser,2,radkovo,jStyleParser,7305363,1,1742,47,12,470,39,0,8,4,4,1,1,3
1143,influxdata/influxdb-java,350110,Maven,org.influxdb:influxdb-java,9,influxdata,influxdb-java,30543329,2,1624,422,21,363,151,0,0,0,0,1,1,3
6312,Commonjava/indy,413105,Maven,org.commonjava.aprox:aprox-core,3,Commonjava,indy,29764680,0,2577,8,8,979,37,485,617,513,554,0,0,4
1157,nidi3/raml-tester,350343,Maven,guru.nidi.raml:raml-tester,1,nidi3,raml-tester,9597348,0,1624,74,4,465,59,0,0,158,0,0,6,3
1176,alamkanak/Android-Week-View,350641,Maven,com.github.alamkanak:android-week-view,1,alamkanak,Android-Week-View,11817348,0,1484,2924,11,142,296,0,0,0,0,3,2,2
1178,vt-middleware/cryptacular,350671,Maven,org.cryptacular:cryptacular,11,vt-middleware,cryptacular,7332828,3,1737,17,5,198,22,1500,1107,404,0,1,0,4
4066,copper-engine/copper-engine,385344,Maven,org.copper-engine:copper-coreengine,7,copper-engine,copper-engine,6706996,1,1769,111,14,589,38,24,0,319,367,1,4,1
1193,j256/simplemagic,350824,Maven,com.j256.simplemagic:simplemagic,2,j256,simplemagic,3596071,0,1983,72,1,314,24,0,130,1893,0,0,0,20
1199,daimajia/NumberProgressBar,350924,Maven,com.daimajia.numberprogressbar:library,1,daimajia,NumberProgressBar,9528425,0,1623,5119,4,34,32,0,0,0,0,0,0,2
1202,rometools/rome-modules,350949,Maven,com.rometools:rome-modules,3,rometools,rome-modules,5475375,0,1843,7,9,98,24,0,169,0,11,4,0,5
1208,raphw/byte-buddy,351036,Maven,net.bytebuddy:byte-buddy-agent,9,raphw,byte-buddy,6613024,3,1780,2154,9,4707,407,0,0,0,0,0,0,1
1211,spotify/dns-java,351063,Maven,com.spotify:dns,1,spotify,dns-java,8504982,1,1674,145,11,82,8,0,0,1,0,3,2,6
1227,square/rack-servlet,351225,Maven,com.squareup.rack:rack-servlet,3,square,rack-servlet,4474946,0,1919,47,10,86,2,0,0,0,73,0,18,2
6876,craftercms/commons,419588,Maven,org.craftercms:crafter-commons-utilities,3,craftercms,commons,3466125,1,1993,5,9,316,0,43,0,54,0,0,0,6
1232,code-troopers/android-betterpickers,351257,Maven,com.doomonafireball.betterpickers:library,1,code-troopers,android-betterpickers,14001646,0,2029,1213,11,286,89,0,58,0,0,2,4,3
1241,camunda/camunda-bpm-platform-osgi,351379,Maven,org.camunda.bpm.extension.osgi:camunda-bpm-osgi,4,camunda,camunda-bpm-platform-osgi,6564837,0,1784,13,8,274,35,4,0,51,20,0,0,1
2324,craftercms/profile,364187,Maven,org.craftercms:crafter-profile-client,10,craftercms,profile,3454861,1,1985,5,11,359,0,871,0,123,0,0,0,1
1265,HubSpot/Horizon,351762,Maven,com.hubspot:HorizonCore,2,HubSpot,Horizon,11884768,0,1489,15,5,121,3,0,0,140,0,0,0,1
1266,Azure/azure-documentdb-java,351778,Maven,com.microsoft.azure:azure-documentdb,3,Azure,azure-documentdb-java,13715366,0,1492,32,13,191,31,0,0,78,1,0,0,5
148,cuba-platform/yarg,337430,Maven,com.haulmont.yarg:yarg-api,1,cuba-platform,yarg,41027730,0,1824,63,9,156,37,0,15,63,11,30,33,3
4389,dain/leveldb,389567,Maven,org.iq80.leveldb:leveldb,26,dain,leveldb,134844,4,2635,801,13,62,55,0,0,0,0,0,55,1
307,daisy/xproc-maven-plugin,339167,Maven,org.daisy.maven:xproc-engine-daisy-pipeline,3,daisy,xproc-maven-plugin,9750127,2,2177,3,3,175,8,875,1,234,1449,127,6,4
1302,google/compile-testing,352147,Maven,com.google.testing.compile:compile-testing,65,google,compile-testing,5164250,5,1871,426,22,253,24,0,2,16,1,1,0,3
1311,mongojack/mongojack,352237,Maven,org.mongojack:mongojack,2,mongojack,mongojack,21344089,0,2039,112,8,127,20,0,51,3,0,2,2,3
7556,danielnorberg/auto-matter,643419,Maven,io.norberg:auto-matter,4,danielnorberg,auto-matter,12672112,1,1456,46,4,327,13,1,0,0,0,0,0,2
1336,stleary/JSON-java,352559,Maven,org.everit.osgi.bundles:org.everit.osgi.bundles.org.json,1,stleary,JSON-java,31467826,0,2850,1321,8,86,143,0,0,0,0,7,1,2
1344,OpenHFT/Java-Lang,352644,Maven,net.openhft:lang,4,OpenHFT,Java-Lang,3913469,1,1962,246,15,1300,26,0,0,269,1,0,0,2
1062,datacleaner/AnalyzerBeans,348985,Maven,org.eobjects.analyzerbeans:AnalyzerBeans-core,21,datacleaner,AnalyzerBeans,8085860,2,1693,11,7,308,39,2,118,71,243,0,0,3
1360,prestodb/presto-hadoop-apache2,352859,Maven,com.facebook.presto.hadoop:hadoop-apache2,1,prestodb,presto-hadoop-apache2,17121493,1,1740,3,5,18,6,0,0,0,1,1,4,6
1363,qatools/properties,352895,Maven,ru.yandex.qatools.properties:properties-loader,3,qatools,properties,19079143,0,1976,34,5,42,8,0,34,2,24,0,0,2
1374,ReactiveX/RxJavaString,353079,Maven,io.reactivex:rxjava-string,6,ReactiveX,RxJavaString,11720895,1,1503,126,13,72,17,1,0,0,0,0,2,5
1376,vdurmont/emoji-java,353092,Maven,com.vdurmont:emoji-java,2,vdurmont,emoji-java,12281919,1,1480,1193,17,150,50,0,0,0,0,1,0,1
1382,GoogleCloudPlatform/appengine-pipelines,353195,Maven,com.google.appengine.tools:appengine-pipeline,2,GoogleCloudPlatform,appengine-pipelines,12214355,1,1476,83,15,247,20,35,0,154,2,1,1,9
1395,rapid7/le_java,353368,Maven,com.logentries:logentries-appender,1,rapid7,le_java,42765013,0,2591,9,5,16,3,12,0,29,7,0,0,3
1414,bpodgursky/jbool_expressions,353546,Maven,com.bpodgursky:jbool_expressions,1,bpodgursky,jbool_expressions,2959954,0,2048,59,4,151,18,0,0,0,0,1,0,1
1420,svendiedrichsen/jollyday,353607,Maven,de.jollyday:jollyday,4,svendiedrichsen,jollyday,17582336,2,1304,80,7,297,32,0,14,11,0,0,2,1
781,datasift/dropwizard-extra,345513,Maven,com.datasift.dropwizard:dropwizard-extra-core,1,datasift,dropwizard-extra,57145,0,2325,125,6,433,8,0,0,2,0,0,5,3
1436,blacklocus/metrics-cloudwatch,353846,Maven,com.blacklocus:metrics-cloudwatch,1,blacklocus,metrics-cloudwatch,6192554,0,1805,57,4,96,6,0,0,0,0,0,50,2
3125,davidbuccola/force-spa,373590,Maven,net.davidbuccola.force-spa:force-spa-core,1,davidbuccola,force-spa,3854138,0,2011,5,1,112,0,0,0,663,0,0,88,10
1448,sendgrid/smtpapi-java,353926,Maven,com.sendgrid:smtpapi-java,1,sendgrid,smtpapi-java,9919925,1,1660,7,10,80,17,0,1,6,3,1,0,3
2773,decebals/wicket-pivot,369650,Maven,ro.fortsoft.wicket.pivot:wicket-pivot,1,decebals,wicket-pivot,116443,0,2259,13,3,78,1,831,0,0,329,0,0,5
236,deeplearning4j/Canova,338422,Maven,org.nd4j:canova-nd4j-image,7,deeplearning4j,Canova,16788917,1,1366,105,17,540,50,6,100,96,0,0,0,3
1484,paypal/sdk-core-java,354295,Maven,com.paypal.sdk:paypal-core,6,paypal,sdk-core-java,2445318,0,2141,57,17,218,32,0,0,21,1,1,3,8
1493,jbossws/jbossws-cxf,354396,Maven,org.jboss.ws.cxf:jbossws-cxf-transports-udp,1,jbossws,jbossws-cxf,21442172,0,1210,5,19,728,0,0,28,48,0,1,2,2
5747,deeplearning4j/nd4j,406043,Maven,org.nd4j:nd4j-api,34,deeplearning4j,nd4j,16301652,4,1502,1565,71,8969,1144,0,8,8,0,0,0,3
1504,killbill/killbill-api,354477,Maven,com.ning.billing:killbill-api,3,killbill,killbill-api,4100577,0,1944,5,9,786,3,41,15,0,0,1,13,4
7825,Devskiller/jfairy,963490,Maven,io.codearte.jfairy:jfairy,1,Devskiller,jfairy,72626645,0,1831,148,5,48,10,0,1,12,4,0,0,16
1515,querydsl/codegen,354605,Maven,com.mysema.codegen:codegen,2,querydsl,codegen,9477766,1,2623,12,3,61,4,0,417,380,0,3,3,1
1517,RoboBinding/RoboBinding,354648,Maven,org.robobinding:robobinding,2,RoboBinding,RoboBinding,3545212,0,2579,1368,6,458,107,0,8,68,0,0,0,8
1521,rafaeldff/Iogi,354694,Maven,br.com.caelum:iogi,2,rafaeldff,Iogi,344449,1,3393,6,6,80,4,0,0,10,6,0,8,2
3889,digipost/sdp-shared,383057,Maven,no.digipost:sdp-xsd,1,digipost,sdp-shared,10160194,0,1588,3,17,513,4,138,7,98,25,0,0,2
1542,vojtechhabarta/typescript-generator,355070,Maven,cz.habarta.typescript-generator:typescript-generator-core,1,vojtechhabarta,typescript-generator,13111574,0,1437,264,6,1442,145,1,0,0,3,0,2,1
5748,dkpro/dkpro-jwpl,406046,Maven,de.tudarmstadt.ukp.wikipedia:de.tudarmstadt.ukp.wikipedia.parser,1,dkpro,dkpro-jwpl,23402549,1,1168,57,10,235,38,77,242,580,1,1,0,5
1551,Cognifide/SecureCQ,355192,Maven,com.cognifide.securecq:secure-cq,1,Cognifide,SecureCQ,2885239,0,2051,37,9,108,2,2,0,3,0,1,0,2
1555,cinchapi/concourse,355239,Maven,org.cinchapi:concourse,5,cinchapi,concourse,5637816,1,1831,332,27,5159,45,8,16,8,0,0,1,3
8037,don/cordova-plugin-ble-central,983914,NPM,cordova-plugin-ble-central,2,don,cordova-plugin-ble-central,11496526,0,1514,679,7,278,528,0,0,0,0,14,14,1
1561,google/google-oauth-java-client,355382,Maven,com.google.oauth-client:google-oauth-client-java6,7,google,google-oauth-java-client,14967474,2,1443,426,23,217,48,0,0,42,0,1,0,4
4481,dragome/dragome-sdk,390763,Maven,com.dragome:dragome-js-commons,7,dragome,dragome-sdk,11153853,1,1569,61,9,572,99,75,2,43,46,0,1,3
2068,DSpace/xoai,361338,Maven,com.lyncode:xoai,1,DSpace,xoai,24089800,0,2297,13,6,26,5,3,0,0,2,514,0,1
1592,TouK/sputnik,355796,Maven,pl.touk:sputnik,1,TouK,sputnik,8521542,0,1673,173,24,365,40,0,53,0,4,1,1,6
1595,JakeWharton/flip-tables,355808,Maven,com.jakewharton.fliptables:fliptables,3,JakeWharton,flip-tables,8197449,0,1688,434,1,70,6,0,199,1524,51,78,0,4
1701,duracloud/duracloud,357093,Maven,org.duracloud:storeclient,8,duracloud,duracloud,8089533,2,2442,6,9,1172,1,119,361,0,109,1,11,3
1618,protegeproject/protege-owlapi,356042,Maven,edu.stanford.protege:protege-owlapi-extensions,1,protegeproject,protege-owlapi,6637749,1,1779,9,5,125,4,103,1,439,1,0,1,25
1620,square/pagerduty-incidents,356055,Maven,com.squareup.pagerduty:pagerduty-incidents,2,square,pagerduty-incidents,11383623,0,1519,71,4,49,1,0,0,293,0,0,0,6
1634,HadoopGenomics/Hadoop-BAM,356212,Maven,org.seqdoop:hadoop-bam,2,HadoopGenomics,Hadoop-BAM,9269230,0,1638,63,9,190,61,24,155,164,24,8,7,3
1638,lalyos/jfiglet,356254,Maven,com.github.lalyos:jfiglet,89,lalyos,jfiglet,6243230,11,1801,52,6,86,6,1,0,44,12,2,7,1
1642,libgdx/ashley,356280,Maven,com.badlogicgames.ashley:ashley,1,libgdx,ashley,10320855,0,2064,569,16,263,140,2,2,1,1,24,1,3
1658,scijava/native-lib-loader,356504,Maven,org.scijava:native-lib-loader,4,scijava,native-lib-loader,981725,1,2392,39,6,91,10,0,0,75,0,0,6,4
876,eclipse/jetty.project,346671,Maven,org.eclipse.jetty.aggregate:jetty-all,31,eclipse,jetty.project,22920,4,2646,2059,87,13588,1807,0,0,0,0,1,1,4
1687,addthis/basis,356883,Maven,com.addthis:basis,5,addthis,basis,6654699,1,1778,12,15,210,0,0,0,203,3,0,1,9
1694,killme2008/aviator,356975,Maven,com.googlecode.aviator:aviator,1,killme2008,aviator,416133,1,2752,586,2,348,61,0,0,1328,0,1,9,1
1699,unic/neba,357049,Maven,io.neba:io.neba.neba-api,1,unic,neba,9967921,0,1639,42,14,690,140,76,0,6,48,0,1,11
1723,qiniu/java-sdk,357338,Maven,com.qiniu:qiniu-java-sdk,2,qiniu,java-sdk,57296,0,2393,380,19,413,97,15,1,1,0,0,1,3
1746,jflex-de/jflex,357701,Maven,de.jflex:jflex,8,jflex-de,jflex,16345940,3,1333,229,8,629,208,0,7,1,1,0,0,4
1753,RichardWarburton/lambda-behave,357787,Maven,com.insightfullogic:lambda-behave,2,RichardWarburton,lambda-behave,10178032,0,1587,231,4,186,43,0,0,0,0,0,0,1
1770,kongchen/swagger-maven-plugin,357992,Maven,com.github.kongchen:swagger-maven-plugin,1,kongchen,swagger-maven-plugin,3169142,0,2033,508,27,637,246,0,0,0,0,3,0,1
7925,eclipsesource/J2V8,965183,Maven,com.eclipsesource.j2v8:j2v8_win32_x86,1,eclipsesource,J2V8,13529350,1,1531,1121,20,689,204,0,0,0,0,6,0,5
1789,SonarSource/sonar-web,358192,Maven,org.codehaus.sonar-plugins:sonar-web-plugin,2,SonarSource,sonar-web,29748123,0,2107,16,16,186,0,0,0,130,0,0,0,2
1794,tdunning/t-digest,358212,Maven,com.tdunning:t-digest,10,tdunning,t-digest,6516279,2,1787,818,6,253,44,0,0,0,0,1,1,4
2138,ehcache/ehcache3,362286,Maven,org.ehcache.modules:ehcache-core-spi-test,1,ehcache,ehcache3,11223846,1,1687,1129,51,3104,845,137,182,70,2,1,1,5
1812,spring-projects/spring-data-gemfire,358437,Maven,org.springframework.data:spring-data-gemfire,4,spring-projects,spring-data-gemfire,5341015,0,2883,47,14,779,0,0,138,72,0,0,5,6
1820,shyiko/mysql-binlog-connector-java,358503,Maven,com.github.shyiko:mysql-binlog-connector-java,2,shyiko,mysql-binlog-connector-java,4467657,0,1917,771,5,359,167,0,9,1,0,0,0,10
443,enioka/jqm,340936,Maven,com.enioka.jqm:jqm-api,24,enioka,jqm,6938722,1,1763,60,14,997,231,38,0,4,24,2,8,2
1849,jeffdcamp/dbtools-query,358814,Maven,org.dbtools:dbtools-query,2,jeffdcamp,dbtools-query,11703752,0,1479,3,6,106,1,223,0,22,0,0,0,1
1870,dropwizard/dropwizard-discovery,359053,Maven,io.dropwizard.modules:dropwizard-discovery,1,dropwizard,dropwizard-discovery,12572746,0,1827,40,3,86,8,0,0,0,31,0,0,13
1875,stanfy/gson-xml,359146,Maven,com.stanfy:gson-xml-java,1,stanfy,gson-xml,1500493,1,2150,164,5,107,11,0,484,1,0,0,1,1
1949,stanfy/goro,359954,Maven,com.stanfy.enroscar:enroscar-goro,1,stanfy,goro,20531587,1,1232,66,4,55,4,4,951,4,26,0,407,1
1966,jirutka/validator-collection,360156,Maven,cz.jirutka.validator:validator-collection,1,jirutka,validator-collection,2884935,1,2053,96,3,172,8,0,0,0,0,0,5,1
2029,kotcrab/vis-editor,360932,Maven,com.kotcrab.vis:vis-ui,4,kotcrab,vis-editor,33379471,0,1658,245,10,421,140,0,0,0,0,1,0,2
7529,entando/entando-components,640885,Maven,org.entando.entando.bundles.misc:entando-misc-bootstrap,9,entando,entando-components,12562510,2,1486,23,32,1629,12,34,41,40,97,0,0,3
7867,f2prateek/dart,964252,Maven,com.f2prateek.dart:dart-common,3,f2prateek,dart,7309227,1,1737,1138,10,395,77,0,170,0,0,0,1,3
8026,facebook/stetho,976799,Maven,com.facebook.stetho:stetho,9,facebook,stetho,16477419,1,1359,10316,27,515,291,0,20,0,0,1,1,6
3166,fasseg/exp4j,374085,Maven,de.congrace:exp4j,1,fasseg,exp4j,139660,0,2652,217,5,472,42,0,0,2,0,0,0,2
722,FasterXML/jackson-datatype-hibernate,344555,Maven,com.fasterxml.jackson.datatype:jackson-datatype-hibernate4,4,FasterXML,jackson-datatype-hibernate,5149382,1,2874,153,3,346,33,0,0,954,0,4,1,8
2075,lukas-krecan/JsonUnit,361460,Maven,net.javacrumbs.json-unit:json-unit-core,5,lukas-krecan,JsonUnit,373931,1,2446,286,7,591,75,0,0,0,0,1,6,1
7294,FasterXML/jackson-jaxrs-providers,425007,Maven,com.fasterxml.jackson.jaxrs:jackson-jaxrs-xml-provider,16,FasterXML,jackson-jaxrs-providers,2412872,2,2198,83,5,439,72,0,194,0,0,0,0,6
365,fcrepo3/fcrepo,340055,Maven,org.fcrepo:fcrepo-integrationtest-core,4,fcrepo3,fcrepo,10104973,0,2858,90,9,387,0,0,0,452,0,0,17,9
2089,jpardogo/ListBuddies,361636,Maven,com.jpardogo.listbuddies:library,1,jpardogo,ListBuddies,6338562,0,1795,802,2,149,10,0,0,158,0,1,0,2
2091,valfirst/jbehave-junit-runner,361664,Maven,de.codecentric:jbehave-junit-runner,13,valfirst,jbehave-junit-runner,21638334,2,1204,9,13,280,14,0,0,0,0,0,2,1
2096,Stratio/Decision,361726,Maven,com.stratio.streaming:streaming-api,1,Stratio,Decision,26274253,0,1588,166,16,592,1,100,0,52,1,0,0,1
2494,FirebirdSQL/jaybird,366013,Maven,org.firebirdsql.jdbc:jaybird-jdk17,1,FirebirdSQL,jaybird,19252277,1,1264,52,22,874,0,1,0,4,10,0,4,7
2114,kaazing/nuklei,362003,Maven,org.kaazing:nuklei-core,1,kaazing,nuklei,10899137,0,1658,12,5,158,14,2,0,236,0,0,0,1
3400,forge/furnace,377126,Maven,org.jboss.forge.furnace:furnace,2,forge,furnace,4280791,0,1974,30,6,808,0,40,12,278,17,0,0,5
2125,mojohaus/build-helper-maven-plugin,362105,Maven,org.codehaus.mojo:build-helper-maven-plugin,2,mojohaus,build-helper-maven-plugin,20076371,0,1244,37,17,291,36,0,0,31,0,1,4,5
4394,forge/roaster,389641,Maven,org.jboss.forge.roaster:roaster-jdt,10,forge,roaster,7823177,1,2029,367,18,440,0,10,207,2,2,0,1,4
2160,timehop/sticky-headers-recyclerview,362510,Maven,com.timehop.stickyheadersrecyclerview:library,2,timehop,sticky-headers-recyclerview,12222055,1,1469,3473,7,94,58,0,0,0,0,0,0,3
1188,foundation-runtime/communication,350786,Maven,com.cisco.oss.foundation:http-server-api,2,foundation-runtime,communication,7924523,1,1715,2,11,905,47,1,384,12,7,0,0,4
2170,CodeFX-org/LibFX,362592,Maven,org.codefx.libfx:LibFX,1,CodeFX-org,LibFX,11289858,0,1524,42,1,306,4,0,0,1122,0,0,1,2
2176,bbeck/token-bucket,362640,Maven,org.isomorphism:token-bucket,2,bbeck,token-bucket,127429,1,2468,236,1,38,7,7,0,1362,0,0,0,4
2178,aerogear/aerogear-crypto-java,362651,Maven,org.jboss.aerogear:aerogear-crypto,1,aerogear,aerogear-crypto-java,5458433,1,1847,13,5,83,0,203,288,319,1,1,1,2
3461,foundation-runtime/logging,377815,Maven,com.cisco.oss.foundation:logging-log4j,9,foundation-runtime,logging,7834571,3,1712,1,13,218,7,10,0,16,8,0,0,4
213,foundation-runtime/service-directory,338208,Maven,com.cisco.oss.foundation.directory:sd-core,4,foundation-runtime,service-directory,11180746,2,1527,0,7,458,3,9,4,113,395,0,0,14
2702,geomajas/geomajas-project-client-gwt,368700,Maven,org.geomajas:geomajas-gwt-client,3,geomajas,geomajas-project-client-gwt,6544524,1,1787,3,11,876,0,434,79,122,0,0,2,1
2233,mojohaus/animal-sniffer,363334,Maven,org.codehaus.mojo:animal-sniffer,4,mojohaus,animal-sniffer,20076137,0,1244,34,14,156,14,0,0,92,0,1,104,2
2257,benas/random-beans,363556,Maven,io.github.benas:jpopulator,3,benas,random-beans,30088531,1,1971,446,10,618,151,0,16,0,0,1,1,2
3532,geomajas/geomajas-project-server,378646,Maven,org.geomajas.plugin:geomajas-layer-geotools,10,geomajas,geomajas-project-server,6497537,1,1788,9,11,493,0,0,71,15,304,0,2,3
2274,square/tape,363693,Maven,com.squareup:tape,2,square,tape,954073,0,2221,1762,17,257,64,0,0,8,0,0,1,3
5858,getsentry/sentry-java,407366,Maven,net.kencochrane.raven:raven-log4j,1,getsentry,sentry-java,66562679,0,2439,122,18,518,88,0,0,0,0,1,0,2
7062,github/maven-plugins,422181,Maven,com.github.github:github-maven-core,2,github,maven-plugins,115625,1,2628,345,9,95,33,0,0,0,0,1,0,4
4106,gluster/libgfapi-jni,385779,Maven,com.peircean.libgfapi-jni:libgfapi-all,1,gluster,libgfapi-jni,57209511,1,1934,2,1,1,0,0,0,0,0,3,1,2
4476,google/closure-templates,390746,Maven,com.google.template:soy,7,google,closure-templates,9519727,1,1639,363,35,1297,60,0,0,196,2,0,52,2
736,google/google-api-java-client,344740,Maven,com.google.api-client:google-api-client-java6,2,google,google-api-java-client,15029304,1,1443,785,43,246,448,0,5,0,0,0,0,3
2328,anotheria/ano-util,364209,Maven,net.anotheria:ano-util,14,anotheria,ano-util,8558006,4,1673,0,7,68,0,14,0,0,7,7,0,3
2078,google/google-http-java-client,361494,Maven,com.google.http-client:google-http-client-android,1,google,google-http-java-client,14941394,0,1371,911,45,253,123,0,4,0,0,0,1,8
2362,Codearte/catch-exception,364581,Maven,eu.codearte.catch-exception:catch-throwable,11,Codearte,catch-exception,12793400,2,1449,111,6,250,17,49,68,452,0,24,1,2
6404,google/guice,414226,Maven,com.google.inject:guice-parent,2,google,guice,10657480,1,1597,7239,61,628,128,0,6,0,0,0,0,4
