,Repository Name with Owner,ProjectIDLibrariesio,Platform,Lib_Name,Dependent Projects Count,ProjectOwner,ProjectName,ProjectIDGHTorrent,Vindex,ProjectAge,TotalWatchers,TotalCommitters,TotalCommits,TotalClosedIssues,PullRequestDuration,PullRequestCommentDuration,CommitsDuration,IssueCommentsDuration,PullRequestAcceptedDuration,PullRequestRejectedDuration,AvgPullRequestComments
4004,jmrozanec/cron-utils,384569,Maven,com.cronutils:cron-utils,3,jmrozanec,cron-utils,11256510,0,1525,361,13,772,191,0,0,0,0,0,2,4
5892,morfologik/morfologik-stemming,407679,Maven,org.carrot2:morfologik-fsa,6,morfologik,morfologik-stemming,3024020,1,2042,101,4,264,74,1,0,274,0,1,2,2
4012,Smartling/api-sdk-java,384669,Maven,com.smartling:smartling-api-sdk,1,Smartling,api-sdk-java,268845,0,2414,9,28,295,21,0,2,1,4,0,4,2
4017,SpringSource/grails-data-mapping,384750,Maven,org.grails:grails-datastore-mongo,1,SpringSource,grails-data-mapping,16015,0,1857,150,22,527,68,1,0,0,0,7,1,2
2355,Mozu/mozu-java,364516,Maven,com.mozu:mozu-api-core,2,Mozu,mozu-java,9122348,1,1645,5,18,304,3,39,78,28,0,0,0,1
4035,TakahikoKawasaki/nv-i18n,384985,Maven,com.neovisionaries:nv-i18n,40,TakahikoKawasaki,nv-i18n,1441768,5,2179,187,6,183,23,0,0,0,0,2,0,2
4040,calimero-project/calimero-core,385038,Maven,com.github.calimero:calimero-core,2,calimero-project,calimero-core,27272454,0,2136,31,4,594,34,13,0,0,4,4,14,1
2305,Netflix/dyno,364014,Maven,com.netflix.dyno:dyno-core,7,Netflix,dyno,13025352,2,1659,140,23,434,40,0,0,0,13,0,0,4
2000,Netflix/genie,360582,Maven,com.netflix.genie:genie-web,1,Netflix,genie,4192364,0,1938,870,23,2420,154,79,44,90,0,0,0,4
4052,SonarSource/sonar-dotnet-tests-library,385170,Maven,org.codehaus.sonar.dotnet.tests:sonar-dotnet-tests-library,1,SonarSource,sonar-dotnet-tests-library,29464088,0,1688,2,7,50,0,0,0,11,0,2,0,2
4057,arquillian/arquillian-recorder,385215,Maven,org.arquillian.extension:arquillian-recorder-screenshooter-impl-base,1,arquillian,arquillian-recorder,8373595,0,1693,9,12,145,17,18,67,30,1,0,1,3
4058,visenze/visearch-sdk-java,385219,Maven,com.visenze:visearch-java-sdk,1,visenze,visearch-sdk-java,13665093,0,1399,3,7,156,1,31,0,142,242,0,0,5
3734,Netflix/karyon,381175,Maven,com.netflix.karyon2:karyon-core,2,Netflix,karyon,2988218,1,2073,490,26,384,83,0,55,0,20,0,1,4
4093,zanata/openprops,385643,Maven,org.fedorahosted.openprops:openprops,1,zanata,openprops,2962284,1,2801,2,3,68,0,436,420,840,420,1,1,2
4112,cukespace/cukespace,385836,Maven,com.github.cukespace:cukespace-core,4,cukespace,cukespace,780686,0,2290,34,6,170,59,0,3,52,1,1,0,11
4113,hierynomus/sshj,385847,Maven,com.hierynomus:sshj,5,hierynomus,sshj,169992,2,3148,834,18,344,170,0,0,0,0,1,4,5
4130,facebook/nailgun,386044,Maven,com.martiansoftware:nailgun-server,5,facebook,nailgun,77548111,1,2148,101,9,29,37,0,189,0,0,1,922,3
4144,googlegenomics/utils-java,386177,Maven,com.google.cloud.genomics:google-genomics-utils,2,googlegenomics,utils-java,10959953,1,1542,4,14,373,25,31,55,63,28,0,0,4
4150,umano/AndroidSlidingUpPanel,386219,Maven,com.sothree.slidinguppanel:library,1,umano,AndroidSlidingUpPanel,3936540,0,1959,6912,16,259,565,0,0,0,0,4,3,2
4151,ThreeTen/threeten-extra,386226,Maven,org.threeten:threeten-extra,2,ThreeTen,threeten-extra,1983664,1,2153,159,5,509,42,0,21,74,0,2,11,4
1997,Netflix/Raigad,360520,Maven,com.netflix.raigad:raigad,1,Netflix,Raigad,13361524,0,1514,316,8,224,4,14,4,0,0,0,0,7
4187,avaje-common/avaje-agentloader,386744,Maven,org.avaje:avaje-agentloader,13,avaje-common,avaje-agentloader,3784850,3,1998,11,2,24,0,5,0,400,0,0,1,7
2866,Netflix/spectator,370772,Maven,com.netflix.spectator:spectator-api,36,Netflix,spectator,14074037,4,1545,320,22,594,78,0,1,0,13,0,0,4
4199,chocoteam/choco-solver,386963,Maven,org.choco-solver:choco-solver,5,chocoteam,choco-solver,32589637,1,2533,198,12,1024,166,42,158,68,11,1,2,2
3739,Netflix/Turbine,381257,Maven,com.netflix.turbine:turbine-core,8,Netflix,Turbine,1842103,2,2135,601,7,83,18,0,0,0,0,0,4,1
7545,Netflix/zuul,641775,Maven,com.netflix.zuul:zuul-core,8,Netflix,zuul,4060126,1,2039,5772,29,681,212,0,0,52,0,0,1,3
4234,square/jna-gmp,387411,Maven,com.squareup.jnagmp:bouncycastle-rsa,2,square,jna-gmp,8014395,2,1705,51,9,68,6,0,431,0,21,3,1,2
4237,gwtbootstrap3/gwtbootstrap3,387456,Maven,org.gwtbootstrap3:gwtbootstrap3,1,gwtbootstrap3,gwtbootstrap3,6965525,0,1882,348,19,563,247,2,1,12,0,0,0,2
4248,google/gwteventbinder,387647,Maven,com.google.gwt.eventbinder:eventbinder,2,google,gwteventbinder,3751355,0,1983,152,5,44,19,41,2,0,4,0,9,13
3337,ninjaframework/ninja,376322,Maven,org.ninjaframework:ninja-core,18,ninjaframework,ninja,3996066,1,2314,1745,41,1097,148,0,0,0,3,1,1,2
4260,pedrovgs/DraggablePanel,387769,Maven,com.github.pedrovgs:draggablepanel,1,pedrovgs,DraggablePanel,9200500,0,1642,2853,5,165,59,0,22,1,0,2,0,5
4262,mjiderhamn/classloader-leak-prevention,387792,Maven,se.jiderhamn:classloader-leak-prevention,1,mjiderhamn,classloader-leak-prevention,94053,1,2453,242,7,364,48,0,2,0,2,1,1,2
4290,arquillian/arquillian-extension-byteman,388172,Maven,org.jboss.arquillian.extension:arquillian-extension-byteman,2,arquillian,arquillian-extension-byteman,2536396,0,2736,3,9,43,3,0,0,0,8,197,4,7
4301,pusher/pusher-websocket-java,388294,Maven,com.pusher:pusher-java-client,2,pusher,pusher-websocket-java,16815461,0,2010,138,16,192,71,0,41,2,0,1,2,3
4320,puniverse/capsule,388684,Maven,co.paralleluniverse:capsule,5,puniverse,capsule,9317616,0,1637,1073,7,1102,76,0,44,0,0,0,0,2
4330,AxonFramework/AxonFramework,388774,Maven,org.axonframework:axon-test,3,AxonFramework,AxonFramework,35039,0,2505,1178,67,3155,305,0,1,1,1,2,3,6
6170,oblac/jodd,411438,Maven,org.jodd:jodd-lagarto,13,oblac,jodd,731872,2,2225,2553,22,3095,417,0,0,0,0,0,1,3
5634,OlsonDigital/cq-component-maven-plugin,404564,Maven,com.citytechinc.cq.cq-component-plugin:cq-component-annotations,3,OlsonDigital,cq-component-maven-plugin,48230721,1,2053,9,4,95,9,0,0,274,2,23,0,1
4348,FasterXML/jackson-dataformat-xml,389119,Maven,com.fasterxml.jackson.dataformat:jackson-dataformat-xml,60,FasterXML,jackson-dataformat-xml,110749,5,2841,300,10,885,193,0,610,92,0,1,0,1
4356,ESAPI/esapi-java-legacy,389195,Maven,org.owasp.esapi:esapi,16,ESAPI,esapi-java-legacy,12768796,3,1492,247,36,1222,318,0,1,26,0,0,2,3
4359,square/phrase,389227,Maven,com.squareup.phrase:phrase,3,square,phrase,7563993,0,1724,1245,10,39,8,0,27,0,0,48,1,6
4395,AludraTest/aludratest,389681,Maven,org.aludratest:aludratest,2,AludraTest,aludratest,13488813,0,1452,4,7,398,15,34,666,0,436,0,0,4
4411,elastic/elasticsearch-mapper-attachments,389867,Maven,org.elasticsearch:elasticsearch-mapper-attachments,4,elastic,elasticsearch-mapper-attachments,17319028,0,2502,256,10,162,95,1,1,0,0,1,0,2
4419,soabase/exhibitor,389999,Maven,com.netflix.exhibitor:exhibitor-core,1,soabase,exhibitor,46271303,0,2461,444,11,90,46,0,113,0,0,10,40,5
4425,pelias/pelias-android-sdk,390076,Maven,com.mapzen.android:pelias-android-sdk,2,pelias,pelias-android-sdk,29173825,0,1654,5,5,135,14,430,0,336,308,1,0,5
4443,Netflix/blitz4j,390313,Maven,com.netflix.blitz4j:blitz4j,3,Netflix,blitz4j,1501050,1,2159,386,10,51,3,1,151,44,0,1,0,3
3909,openengsb/openengsb,383316,Maven,org.openengsb.framework:org.openengsb.framework.api,51,openengsb,openengsb,1133565,4,3283,11,14,226,0,174,78,100,222,1,4,3
4502,bmsantos/cola-tests,391086,Maven,com.github.bmsantos:cola-tests,2,bmsantos,cola-tests,16654206,0,1327,22,2,141,34,291,0,376,186,1,1,6
4503,darcy-framework/darcy-ui,391092,Maven,com.redhat.darcy:darcy-ui,1,darcy-framework,darcy-ui,10277429,1,1656,14,6,271,32,13,621,40,4,0,0,3
4512,danielmitterdorfer/perlock,391175,Maven,name.mitterdorfer.perlock:perlock-core,1,danielmitterdorfer,perlock,7884879,0,1718,11,2,7,0,0,9,432,30,31,4,29
4515,schaloner/deadbolt-2-java,391192,Maven,be.objectify:deadbolt-java_2.11,1,schaloner,deadbolt-2-java,2310120,0,2130,54,4,407,34,0,13,290,0,1,1,1
4523,ArcBees/gwtquery,391264,Maven,com.googlecode.gwtquery:gwtquery,12,ArcBees,gwtquery,12244249,1,2206,95,10,507,36,0,105,10,0,5,3,4
4527,konik-io/konik,391299,Maven,io.konik:konik,2,konik-io,konik,12115074,1,1487,17,6,280,3,361,0,330,0,0,0,3
4534,JodaOrg/joda-money,391368,Maven,org.joda:joda-money,14,JodaOrg,joda-money,341535,2,2711,307,4,158,47,0,0,0,0,1,0,3
4555,thekrakken/java-grok,391637,Maven,io.thekraken:grok,2,thekrakken,java-grok,9117748,0,2088,155,10,154,15,0,0,0,11,1,1,2
4567,graphaware/neo4j-uuid,391752,Maven,com.graphaware.neo4j:uuid,1,graphaware,neo4j-uuid,11200027,0,1540,64,4,259,35,38,271,638,0,2,0,5
4568,googlemaps/google-maps-services-java,391758,Maven,com.google.maps:google-maps-services,1,googlemaps,google-maps-services-java,11655382,0,1518,1032,18,532,204,0,2,0,0,0,1,3
4574,Commonjava/atlas,391825,Maven,org.commonjava.maven.atlas:atlas-relationships-api,3,Commonjava,atlas,19160426,0,2240,3,2,67,11,186,0,436,18,0,3,3
4577,NessComputing/components-ness-httpserver,391876,Maven,com.nesscomputing.components:ness-httpserver,2,NessComputing,components-ness-httpserver,140448,1,2347,0,4,73,0,260,170,111,0,0,0,2
6147,openengsb-labs/labs-jpatest,411088,Maven,org.openengsb.labs.jpatest:labs-jpatest-core,1,openengsb-labs,labs-jpatest,2909817,0,2103,0,1,21,3,2,0,340,56,0,2,5
3900,OpenFeign/feign,383174,Maven,com.netflix.feign:feign-sax,2,OpenFeign,feign,39732337,1,841,2194,58,179,140,0,0,0,0,3,0,5
4599,projectodd/rephract,392128,Maven,org.projectodd.rephract:rephract,3,projectodd,rephract,2453830,1,2155,7,6,82,0,0,0,89,1,1,62,2
4606,jooby-project/jooby,392213,Maven,org.jooby:jooby,1,jooby-project,jooby,12770920,0,1452,882,33,1976,937,0,1,0,5,1,2,4
4607,lightcouch/LightCouch,392217,Maven,org.lightcouch:lightcouch,1,lightcouch,LightCouch,7254285,1,2569,31,4,93,18,0,0,514,0,656,12,2
3240,opengeospatial/teamengine,374949,Maven,org.opengis.cite.teamengine:teamengine-core,1,opengeospatial,teamengine,6071007,0,1811,29,21,835,212,13,0,184,1,7,9,1
4611,jhalterman/lyra,392249,Maven,net.jodah:lyra,2,jhalterman,lyra,5803570,0,1826,257,4,251,57,0,0,24,0,0,6,2
4612,stormpath/stormpath-shiro,392257,Maven,com.stormpath.shiro:stormpath-shiro-core,1,stormpath,stormpath-shiro,308194,1,2360,39,7,187,11,0,0,132,14,12,4,2
4614,box/box-java-sdk,392313,Maven,com.box:box-java-sdk,1,box,box-java-sdk,267305,0,2677,94,47,1212,269,0,2,7,0,1,1,3
4615,jcabi/jcabi-aether,392316,Maven,com.jcabi:jcabi-aether,7,jcabi,jcabi-aether,5326429,0,1863,37,11,256,55,0,8,4,15,2,3,7
3106,OpenNMS/newts,373374,Maven,org.opennms.newts:newts-api,5,OpenNMS,newts,9070832,1,1721,161,8,488,0,0,198,127,60,0,2,5
4649,flapdoodle-oss/de.flapdoodle.embed.process,392758,Maven,de.flapdoodle.embed:de.flapdoodle.embed.process,13,flapdoodle-oss,de.flapdoodle.embed.process,324224,2,2249,127,11,289,18,0,2,2,0,0,0,2
4660,locationtech/spatial4j,392831,Maven,com.spatial4j:spatial4j,12,locationtech,spatial4j,21883758,2,2418,313,5,186,24,0,0,214,0,1,183,1
4670,opengeospatial/ets-wfs20,392939,Maven,org.opengis.cite:ets-wfs20,1,opengeospatial,ets-wfs20,10140830,0,1611,1,5,227,85,92,0,182,49,29,44,1
4678,aeshell/aesh-extensions,393091,Maven,org.jboss.aesh:aesh-extensions,1,aeshell,aesh-extensions,1022055,0,2262,4,8,209,0,1,9,29,68,0,1,2
4683,groupon/odo,393146,Maven,com.groupon.odo:proxyplugin,1,groupon,odo,10349269,0,1585,136,12,454,8,43,54,121,0,0,0,2
4701,PebbleTemplates/pebble,393416,Maven,com.mitchellbosecke:pebble,3,PebbleTemplates,pebble,33159158,0,2114,410,8,303,111,0,364,8,1,7,46,1
4710,square/mimecraft,393514,Maven,com.squareup.mimecraft:mimecraft,3,square,mimecraft,3631994,0,1985,201,2,32,2,0,0,780,0,2,0,5
4723,FasterXML/StaxMate,393665,Maven,com.fasterxml.staxmate:staxmate,1,FasterXML,StaxMate,903772,0,2212,24,3,43,6,0,0,247,0,0,0,3
6628,opensagres/xdocreport,416624,Maven,fr.opensagres.xdocreport:fr.opensagres.xdocreport.core,10,opensagres,xdocreport,159322,3,2577,449,13,601,83,0,10,0,0,0,0,2
4767,rjohnsondev/java-libpst,394265,Maven,com.pff:java-libpst,2,rjohnsondev,java-libpst,456881,1,2242,144,4,112,34,17,0,138,0,0,0,7
7285,opentable/otj-lifecycle,424879,Maven,com.opentable.components:otj-lifecycle-guice,2,opentable,otj-lifecycle,12207240,1,1668,0,2,54,0,3,0,378,0,0,1,6
4797,Netflix/netflix-commons,394622,Maven,com.netflix.netflix-commons:netflix-commons-util,16,Netflix,netflix-commons,2366303,4,2282,117,10,40,1,0,0,0,0,0,0,9
4799,iipc/openwayback,394657,Maven,org.netpreserve.openwayback:openwayback-core,2,iipc,openwayback,5548530,0,2373,206,16,427,127,3,6,148,90,0,7,2
8047,openzipkin/brave,987911,Maven,com.github.kristofa:brave-core-spring,6,openzipkin,brave,22061213,2,2014,955,57,1802,188,0,1,0,0,0,2,3
7828,openzipkin/zipkin,963530,Maven,io.zipkin:zipkin-cassandra-core,1,openzipkin,zipkin,20271797,1,2319,6847,79,3989,527,0,1,0,0,0,0,3
4845,jparsec/jparsec,395131,Maven,org.jparsec:jparsec,2,jparsec,jparsec,13731573,0,2078,184,4,227,24,0,0,746,2,1,0,9
7378,ops4j/org.ops4j.pax.cdi,426042,Maven,org.ops4j.pax.cdi:pax-cdi-spi,6,ops4j,org.ops4j.pax.cdi,61539,2,2298,33,12,644,0,1,0,200,0,0,9,8
4855,menmo/everysport-api-commons-core,395290,Maven,com.everysport:everysport-api-commons-core,1,menmo,everysport-api-commons-core,4162038,0,1940,0,12,103,1,155,0,245,0,0,0,2
4856,jboss/jboss-rmi-api_spec,395308,Maven,org.jboss.spec.javax.rmi:jboss-rmi-api_1.0_spec,2,jboss,jboss-rmi-api_spec,939774,0,2612,3,4,33,0,0,0,67,0,0,0,1
4861,netceteragroup/valdr-bean-validation,395394,Maven,com.github.valdr:valdr-bean-validation,1,netceteragroup,valdr-bean-validation,8967995,0,1666,29,2,116,25,0,0,316,6,0,0,4
102,ops4j/org.ops4j.pax.exam2,335459,Maven,org.ops4j.pax.exam:pax-exam,69,ops4j,org.ops4j.pax.exam2,103048,6,2885,73,37,1175,0,0,0,10,0,1,1,1
4865,jboss/jboss-jaxrs-api_spec,395458,Maven,org.jboss.spec.javax.ws.rs:jboss-jaxrs-api_1.1_spec,3,jboss,jboss-jaxrs-api_spec,337870,0,2613,4,5,29,0,0,0,363,0,0,0,4
4868,ttddyy/datasource-proxy,395495,Maven,net.ttddyy:datasource-proxy,1,ttddyy,datasource-proxy,2269438,0,2367,226,6,834,33,0,2,0,2,5,6,7
4877,FINRAOS/JTAF-ExtWebDriver,395591,Maven,org.finra.jtaf:jtaf-extwebdriver,1,FINRAOS,JTAF-ExtWebDriver,6311238,0,1821,30,17,310,38,113,34,7,284,0,3,5
4879,amolenaar/fitnesse-maven-classpath,395617,Maven,org.fitnesse.plugins:maven-classpath-plugin,1,amolenaar,fitnesse-maven-classpath,2791482,0,2564,8,1,31,2,0,0,1198,0,0,10,1
4929,brad-neighbors/buildable,396247,Maven,com.bradneighbors.buildable:buildable,1,brad-neighbors,buildable,1734495,0,2383,5,4,38,0,1379,12,251,0,2,17,5
4935,TheLQ/pircbotx,396347,Maven,org.pircbotx:pircbotx,3,TheLQ,pircbotx,13888472,0,1267,147,4,469,50,0,1,0,0,2,0,6
4945,johnkil/Android-RobotoTextView,396507,Maven,com.github.johnkil.android-robototextview:robototextview,3,johnkil,Android-RobotoTextView,3144342,0,2034,651,4,178,37,3,1401,443,0,0,12,1
4948,twitter/joauth,396545,Maven,com.twitter:joauth,2,twitter,joauth,185439,1,2856,166,8,157,5,78,220,268,34,0,0,2
4958,dropbox/dropbox-sdk-java,396643,Maven,com.dropbox.core:dropbox-core-sdk,3,dropbox,dropbox-sdk-java,4326784,0,1933,336,23,334,107,0,0,1,0,1,1,2
4960,Waikato/moa,396674,Maven,nz.ac.waikato.cms.moa:moa,2,Waikato,moa,28605136,0,1623,187,11,410,23,1,0,22,131,0,1,2
4803,ops4j/org.ops4j.pax.jdbc,394702,Maven,org.ops4j.pax.jdbc:pax-jdbc,1,ops4j,org.ops4j.pax.jdbc,439676,1,2310,35,22,306,0,1,0,8,0,1,3,1
4978,anotheria/ano-prise,396934,Maven,net.anotheria:ano-prise,9,anotheria,ano-prise,8444732,3,1676,0,5,48,0,14,1,1,76,0,1,5
5010,aerogear/aerogear-android-security,397222,Maven,org.jboss.aerogear:aerogear-android-security,2,aerogear,aerogear-android-security,11130908,1,1533,5,4,94,0,450,14,848,32,0,1,4
5837,ops4j/org.ops4j.pax.swissbox,407100,Maven,org.ops4j.pax.swissbox:pax-swissbox-tinybundles,15,ops4j,org.ops4j.pax.swissbox,334342,2,2834,5,11,93,0,0,0,31,0,4,0,2
5033,gwtd3/gwt-d3,397461,Maven,com.github.gwtd3:gwt-d3-api,1,gwtd3,gwt-d3,3935925,0,1959,133,7,367,61,0,14,960,0,0,0,2
5041,premium-minds/pm-persistence-utils,397558,Maven,com.premiumminds:pm-persistence-utils,1,premium-minds,pm-persistence-utils,11529298,0,1512,3,5,63,0,190,0,1,2,5,0,3
5895,orientechnologies/orientdb,407724,Maven,com.orientechnologies:orient-commons,18,orientechnologies,orientdb,476011,3,2253,2928,82,14618,5731,0,0,1,2,1,0,2
5084,ArcBees/gsss,398119,Maven,com.arcbees.gss:gsss,1,ArcBees,gsss,11593187,0,1512,8,5,73,1,134,92,180,84,0,0,2
5085,saucelabs/saucerest-java,398120,Maven,com.saucelabs:saucerest,8,saucelabs,saucerest-java,122676,2,2715,30,15,252,18,0,0,3,5,1,0,1
5093,xebialabs/overcast,398233,Maven,com.xebialabs.cloud:overcast,2,xebialabs,overcast,35123,1,2369,55,12,183,5,0,0,27,120,0,4,3
5095,flavienlaurent/datetimepicker,398246,Maven,com.github.flavienlaurent.datetimepicker:library,2,flavienlaurent,datetimepicker,4596919,0,1957,1599,5,38,46,0,0,0,0,4,0,12
5097,javydreamercsw/validation-manager,398255,Maven,net.sourceforge.javydreamercsw:MySQL-Driver,1,javydreamercsw,validation-manager,59686293,0,576,1,7,701,50,14,74,17,39,0,0,23
2127,owlcs/owlapi,362120,Maven,net.sourceforge.owlapi:owlapi-distribution,25,owlcs,owlapi,4695527,2,2061,347,26,2642,559,15,528,3,1,1,1,2
5108,real-logic/agrona,398413,Maven,uk.co.real-logic:Agrona,8,real-logic,agrona,13155290,1,1438,1115,6,1159,99,0,0,1012,0,0,0,2
5115,aerogear/aerogear-android-core,398522,Maven,org.jboss.aerogear:aerogear-android-core,7,aerogear,aerogear-android-core,11130853,2,1533,2,4,44,0,99,0,816,0,1,1,2
5117,SimonVT/MessageBar,398552,Maven,net.simonvt.messagebar:messagebar,1,SimonVT,MessageBar,3270883,0,2027,358,2,29,5,8,0,68,0,8,404,7
5118,firebase/firebase-token-generator-java,398555,Maven,com.firebase:firebase-token-generator,3,firebase,firebase-token-generator-java,2466813,1,2078,56,8,49,4,0,0,4,0,0,7,1
5124,optimaize/language-detector,398663,Maven,com.optimaize.languagedetector:language-detector,4,optimaize,language-detector,8298752,0,1687,361,6,115,38,0,38,2,0,119,0,3
2870,pac4j/pac4j,370841,Maven,org.pac4j:pac4j-saml,17,pac4j,pac4j,13506916,3,2447,1357,58,1435,470,0,3,0,1,1,1,4
5150,grantland/android-autofittextview,398978,Maven,me.grantland:autofittextview,1,grantland,android-autofittextview,113629,0,2796,3474,4,62,34,0,0,0,0,0,0,4
6490,pardom/Ollie,415063,Maven,com.michaelpardo:ollie,1,pardom,Ollie,9402876,1,1631,481,3,131,37,19,0,11,0,0,89,1
6152,Parquet/parquet-mr,411176,Maven,com.twitter:parquet-hive-binding-interface,3,Parquet,parquet-mr,3055228,1,2058,441,34,1349,97,0,34,18,0,1,15,5
873,pdudits/soundlibs,346606,Maven,com.googlecode.soundlibs:tritonus-share,7,pdudits,soundlibs,17472509,1,1307,30,3,54,4,0,61,210,6,9,14,1
3870,performancecopilot/parfait,382871,Maven,com.custardsource.parfait:parfait-core,1,performancecopilot,parfait,15718946,0,1351,72,8,233,12,0,2,242,38,4,2,12
5188,AdamBien/afterburner.fx,399463,Maven,com.airhacks:afterburner.fx,2,AdamBien,afterburner.fx,3502761,0,2017,236,6,216,39,0,0,0,0,2,17,2
5198,elasticio/java-api,399608,Maven,io.elastic:java-api,1,elasticio,java-api,11333355,0,1536,1,4,117,0,61,0,61,0,1,0,10
5201,SmartBear/soapui,399626,Maven,com.github.redfish4ktc.soapui:soapui,2,SmartBear,soapui,89209,0,2286,785,51,4484,1,0,2,90,6,0,0,3
6677,petergeneric/stdlib,417379,Maven,com.peterphi.std:stdlib,1,petergeneric,stdlib,5144524,0,1821,7,3,1146,9,1453,0,1588,910,0,2,1
5215,marvinlabs/android-floatinglabel-widgets,399717,Maven,com.marvinlabs:android-floatinglabel-widgets,1,marvinlabs,android-floatinglabel-widgets,11671217,0,1505,484,4,63,14,22,0,28,0,0,3,3
5822,pholser/junit-quickcheck,406872,Maven,com.pholser:junit-quickcheck-core,13,pholser,junit-quickcheck,251889,4,2915,561,5,936,123,0,0,0,1,0,2,4
5256,mimno/Mallet,400166,Maven,cc.mallet:mallet,9,mimno,Mallet,9315263,1,1653,656,11,209,10,0,185,0,0,8,0,2
5613,pmd/pmd,404353,Maven,net.sourceforge.pmd:pmd,11,pmd,pmd,6350,2,2283,1683,33,2077,416,0,20,1,0,3,3,4
5262,square/flow,400287,Maven,com.squareup.flow:flow,1,square,flow,6395263,0,1855,2531,15,550,100,0,0,0,0,1,0,3
5264,pubnub/java,400294,Maven,com.pubnub:pubnub,1,pubnub,java,2849890,0,2060,535,18,1366,14,0,0,94,0,0,2,3
296,powermock/powermock,339068,Maven,org.powermock:powermock-reflect,30,powermock,powermock,52001716,2,1596,1151,14,390,83,0,0,0,0,0,1,1
5286,codecentric/zucchini,400516,Maven,de.codecentric.ccunit:ccunit-bdd,1,codecentric,zucchini,10034063,0,1597,10,3,73,9,0,0,0,0,0,0,1
5314,google/jimfs,400799,Maven,com.google.jimfs:jimfs,41,google,jimfs,7653722,4,1816,1438,11,253,27,0,1,166,0,0,0,17
5323,trimou/trimou,400914,Maven,org.trimou:trimou-core,2,trimou,trimou,3721252,0,1976,62,4,683,93,15,0,6,5,1,3,4
6127,prestodb/presto,410831,Maven,com.facebook.presto:presto-hive-hadoop2,4,prestodb,presto,33685085,2,2255,3554,215,11151,1381,1,22,7,0,2,1,6
5353,spotify/docgenerator,401287,Maven,com.spotify.docgenerator:scanner,2,spotify,docgenerator,16310420,1,1506,13,3,22,0,0,0,38,0,1,0,2
5365,docdoku/docdoku-plm,401417,Maven,org.ow2.docdoku:docdoku-server-ext,2,docdoku,docdoku-plm,44086,0,2313,95,39,7377,978,16,624,70,21,0,4,5
5829,prezi/pride,406954,Maven,com.prezi.pride:pride-core,4,prezi,pride,9175951,1,1655,60,8,408,113,6,0,8,0,0,2,2
5375,FasterXML/jackson-modules-base,401588,Maven,com.fasterxml.jackson.module:jackson-module-paranamer,7,FasterXML,jackson-modules-base,31213979,1,994,50,2,285,24,0,0,428,0,6,7,2
4511,prezi/spaghetti,391162,Maven,com.prezi.spaghetti:spaghetti-core,5,prezi,spaghetti,9430587,2,1787,32,23,1143,110,46,0,2,167,0,4,3
5422,roundrop/facebook4j,402049,Maven,org.facebook4j:facebook4j-core,1,roundrop,facebook4j,623608,0,2233,299,11,642,43,0,0,0,0,24,4,1
5423,craigwblake/redline,402064,Maven,org.redline-rpm:redline,4,craigwblake,redline,211981,1,2932,107,14,157,49,0,0,0,0,1,7,1
5428,CloudSlang/score-content-sdk,402110,Maven,com.hp.score.sdk:score-content-sdk,5,CloudSlang,score-content-sdk,18726853,1,1388,2,5,12,2,14,0,3,0,14,0,1
5432,FXMisc/RichTextFX,402144,Maven,org.fxmisc.richtext:richtextfx,1,FXMisc,RichTextFX,75683929,0,1835,186,1,81,114,0,75,289,1,0,10,11
5435,indeedeng/java-dogstatsd-client,402232,Maven,com.indeed:java-dogstatsd-client,2,indeedeng,java-dogstatsd-client,1703808,1,2137,29,8,80,9,0,1,43,3,4,2,8
5437,rengwuxian/MaterialEditText,402247,Maven,com.rengwuxian.materialedittext:library,1,rengwuxian,MaterialEditText,13061306,0,1442,5482,4,191,155,0,1,0,0,0,0,8
5501,prometheus/client_java,403046,Maven,io.prometheus:simpleclient,27,prometheus,client_java,2695887,4,2076,560,74,505,134,0,0,0,0,0,0,5
7514,protegeproject/protege,639108,Maven,edu.stanford.protege:org.protege.editor.core.application,11,protegeproject,protege,5067001,1,1880,379,13,1151,511,0,0,44,0,0,1,2
7177,protostuff/protostuff,423716,Maven,io.protostuff:protostuff-collectionschema,1,protostuff,protostuff,7505632,0,1726,942,11,264,93,0,3,15,0,0,1,4
2041,Prototik/HoloEverywhere,361045,Maven,org.holoeverywhere:library,5,Prototik,HoloEverywhere,3236008,1,2410,559,14,523,362,0,0,0,0,0,0,2
5500,randomizedtesting/randomizedtesting,403040,Maven,com.carrotsearch.randomizedtesting:junit4-ant,5,randomizedtesting,randomizedtesting,25036048,0,2562,73,3,192,58,0,0,0,4,4,169,10
224,puniverse/comsat,338310,Maven,co.paralleluniverse:comsat-test-utils,18,puniverse,comsat,4730013,2,1900,491,7,825,34,0,0,332,1,2,0,2
5510,mapzen/on-the-road_android,403127,Maven,com.mapzen:on-the-road,1,mapzen,on-the-road_android,44115710,0,1665,11,7,90,16,0,2,12,2,2,0,5
5511,protegeproject/protege-server,403128,Maven,edu.stanford.protege:org.protege.owl.server,1,protegeproject,protege-server,32337861,0,1879,12,5,486,23,20,5,201,69,1,0,5
5528,davidmarquis/fluent-interface-proxy,403301,Maven,com.github.davidmarquis:fluent-interface-proxy,1,davidmarquis,fluent-interface-proxy,2246154,0,2553,48,3,126,7,0,216,4,1,1,30,5
5532,eclipse/golo-lang,403362,Maven,org.golo-lang:golo,1,eclipse,golo-lang,21923602,0,2058,307,11,317,47,0,306,82,67,4,1,4
